Commit,EstimatedTime,RealTime,Difference,Message
23229bfd0cbd2588402835758238e36407814148,13.16,9.23,3.93,
03db1f455b4265654e237d2ad55464b4113cba8a,13.39,9.47,3.92,
44af2b1c17b5920052a6bb363c62d8452a570a42,11.37,7.87,3.5,
f1f80111c9bb691c658e8657c450845387cbefd1,11.37,7.94,3.43,
401f78652c31a6a9eab68197e1634dcb765eabe6,5,2.5,2.5,
b963565125f0ec2968300ddc80ab7750aa56625c,13.24,9.37,3.87,
3188b8ee791a38ac3dd7e477f30761344442f745,13.24,9.33,3.91,
5644ee5083c5f03e01ee2e4de615c16cfc0dfcd0,13.39,9.45,3.94,
d28639507db2029b8f184a5d93e9d8c28acc1955,13.26,9.34,3.92,
da4927b7fb0213f77d8ca087de6854948487c6ee,5,2.49,2.51,
6e1618560035296f0d92231e241bf29b8d7d213c,5,2.6,2.4,
1387a16bf4eb1859170bd2fa9b9efb9d5169d1e7,5,2.55,2.45,
041e77249af8778db1e37b3ad47c034fa7934e05,5,8.88,-3.88,The build files have been changed. Prediction may not be accurate.
700983c8c9827cb4de93d25757c767d1d5211910,5,8.3,-3.3,
63a5556aa2821b266b2b14b436abaa9f77e73e46,5,2.62,2.38,
7a65d1d3fb86b0ab46a0a425b79985e037cd3b68,207.16,182.4,24.76,
b77fe970dbbc3c1e2bfaca58aade6874f8530885,13.11,9.24,3.87,
4cad3f5e1bc88e626450607ca8c6b59265d7242b,13.23,9.39,3.84,
4a09d0cf7a65cd08d4156eafd80e943712216d49,12.28,8.47,3.81,
f14e2e5c53a5f1113c5e063511b7ea31319f4ccf,209.66,71,138.66,The build files have been changed. Prediction may not be accurate.
b04c565f33edbe7b81b028ba371da93b946f6393,5,5.46,-0.46,The build files have been changed. Prediction may not be accurate.
5ce70917df75f87c89a9b1e9d0583ae4135f0b2c,209.35,71.86,137.49,The build files have been changed. Prediction may not be accurate.
1dec512a66fddfd8b4b265231b00d4f918b16cef,12.63,9.4,3.23,
7fff264777ac9869ff347dd2bb02304e11d83a20,12.38,9.1,3.28,
16721468e5410732f2575be35652ece538587b94,12.09,9.07,3.02,
261250c46e3eab9b54c9cc59b405a69785a65b35,5,2.59,2.41,
976da775cbeff497e922f959f9a35d5e06cfc7a9,5,2.89,2.11,
9f2e3f6b7262a8cae817a4cc12388fcc1bd63bce,200.67,178.49,22.18,
367f36d630afa01b0967547f5a038a1f8f499f45,13.39,9.53,3.86,
123ea70d74e655f7401cf70d364ccfb2b03022a7,13.39,9.54,3.85,
6e382208f72cfd449cf076ac1f1fa340fe6eea0f,13.39,9.54,3.85,
51c91ed53d54efed8f82d5ead200ac5b6ef52a6a,13.39,9.54,3.85,
91ff2ba844a917162307a75afa658571d419701f,13.39,9.56,3.83,
510331bacf803a905577b93f118f5a32bba55bd3,13.39,9.56,3.83,
34ec21fab54ecd964ab7167060b650ab0ff44602,5,2.65,2.35,
591eabcbbcaf3589b004e65c4a11a0d7d18887c8,5,2.61,2.39,
b8a2e08abadda92547ed63881dcfbe779594d03b,5,2.51,2.49,
e5734c37a6f1b0d3ce467e7a5ac11c29c1d5f56a,75.84,65.79,10.05,
516adb99c094fc2c4dcb95f97f9d251d7bba1716,5,2.63,2.37,
587068c969716df2b994362e3133c68d91455d47,12.18,8.45,3.73,
1ab3e3ed3e0c50cc8e747a9617f9412af8a15bdd,12.62,8.99,3.63,
a70265779480e31d575dd2a4f0444bf5a1849c22,5,2.55,2.45,
30d95388e7835487e5ed67334bddc2a45c0846a5,5,2.6,2.4,
36fac0849ceabafb9e2a15045230833e7dbc9e9d,13.29,9.42,3.87,
eb7ffccf44ecb27f581693c4f62ed8d361999817,5,2.52,2.48,
323b1d9c5f20ff46d420bdb63f80f772f9f7fb2f,5,2.58,2.42,
f8341badb87ffc7d48488b95b58efbd1c7747674,12.26,8.54,3.72,
4cbd0d6a602f82f42aa8dc8e83c3daee95134d03,5,2.63,2.37,
42331aa15484dc60561a8848d4696a655ba2d22d,5,2.5,2.5,
c061d6995c594c47f718d73b2419547161e92636,5,2.61,2.39,
a3f567ad56af4e0c3cad8eab591360609ec94b5a,5,2.67,2.33,
91a6ec8d07eb521fc3f9be3bf7b7ae36a6108c88,13.3,9.42,3.88,
b233d7e324e7661c6a487df9362a6503f0acfea5,5,2.55,2.45,
7da3922d051907ccd9b32de140bab217c7665c02,12.97,9.26,3.71,
76c1f78cb92cdbfe46321da2b2d2ecfbfdf32eaa,12.96,9.28,3.68,
50a65cc38a68dcb04f57fb492c83878e5238d15b,12.96,9.23,3.73,
02f9e84709b4e4756f3e512dede3430f3538fbf5,12.31,8.65,3.66,
a6ae52fa132ef2c5468d924945470957a7ef4c42,13.58,9.66,3.92,
d33eae97c99c7dc0df362eba2010ec28ac08058e,5,2.59,2.41,
a228f0ac8031379d3568245e24fb287408cf3a26,5,2.6,2.4,
57d0ec57e43ce9b98a76fc7d07b3b5827481e516,5,2.52,2.48,
e57741791e9bd317a0777ab2eff6b40923f0f854,5,2.57,2.43,
ab9b52e69ce8d3da9bade6f73468736c7b1cec1a,5,2.58,2.42,
a86ef242e4f2907ec1399057f194699f2fe28c94,5,2.54,2.46,
cd0d605b23f9efe247475ba425f811a513a138db,5,2.53,2.47,
f9410b16475828f90d27cee58faa3a78a5f181d2,5,2.59,2.41,
92f6325509007aea2022df2d3f618033480f86dd,5,2.54,2.46,
2aade94fcc768af254e7e169bfabc07477ed7179,5,2.51,2.49,
42baaa88cd20adcce8767fb124682b1b3bd8b0ec,5,2.6,2.4,
01962b4dd1f3ef15e1412a2d1e21ce8e6e68bd1d,5,2.63,2.37,
a76242b35ab6809f7582fd06b8b30c05f82b3934,5,2.52,2.48,
82abb80553e0da9dac512822e72f55281a68d38c,5,2.57,2.43,
ffc248919bc6456a90792a1ea0ecb689b8078791,5,2.57,2.43,
b88ac15e65bf424db69614b6021865afb79a333b,5,2.51,2.49,
2e4700d52babcf06ac01243f650ccdf546561812,5,2.55,2.45,
f1287a9b2f995b8c7ec228cc3b3418670ef92695,5,2.62,2.38,
0344e6cb83b338c8ba23d9ea8aa7a9fffa8d146e,5,2.53,2.47,
b6b0f5f305eab272192f01bd5adb68adaa31c10b,5,2.54,2.46,
b6fc1df022a0326e7c36122b1416061bf796c98f,12.41,8.69,3.72,
8f662e72594acf8e7f874f7670d1421af68c7fc6,209.65,71.29,138.36,The build files have been changed. Prediction may not be accurate.
60a6ae6f0b84f059e33b8c658ef22c3d933db0a2,12.97,9.43,3.54,
fa17536598ac931b811727944d7d74f8f4059820,5,2.63,2.37,
b67dac56e30d8e1ba39d6ddf27ea198cecae6f33,5,2.55,2.45,
3498f29b81b522cf4697ff7384b7538f645a63d4,5,2.58,2.42,
d942c64267ec72c19fa1b74050f238041918a479,12.24,8.48,3.76,
1bfdcc8499f49e197c2f59a94a101b03fad51482,12.24,8.64,3.6,
b995c08bf32cb701b92bd8c98651de2d77cade9e,5,2.53,2.47,
d66e3f57cd5dcc4a2768d40d2a1f1351328ca2fc,5,2.53,2.47,
ee31d492d80821ab72d6dd1c8950353ad12d54d0,12.14,8.42,3.72,
09b618f0a162986e5f449acdb68ed125073f50b0,207.1,182.52,24.58,
fa0f51ddf8357f0dbfe1066befb2f73fa639c1e4,82.59,71.97,10.62,
4a076032cf6629b3c7bd742ddafae2c9dbbcfab4,5,2.61,2.39,
b8aad73af9325307a9cf82544a38d58480bd6ebb,209.35,74.36,134.99,The build files have been changed. Prediction may not be accurate.
8d8a1c205b8eb5b54ea1fc8a2e39197dacb1788b,12.36,8.87,3.49,
c6862451411ae3039029fdd1e3697343fa2aed19,12.36,8.77,3.59,
fc38156cbab15561f3139b2e851668641a6b17af,209.39,70.4,138.99,The build files have been changed. Prediction may not be accurate.
656494a7840cfb6c53c2cb9a27d82f58e2dd6f40,12.23,8.4,3.83,
8c32f7c448593862055a3b8de24514b76da96158,5.2,5.19,0.01,The build files have been changed. Prediction may not be accurate.
ac78d14125a39f1677a5a5d77bb8ab4cb5f2d3c9,12.36,8.72,3.64,
780b48c4cdc97ca5607ba15bc73ce5cc64d67c04,5,2.52,2.48,
5a642651c799906ec67ebb268cbd8148cd774d0a,13.03,9.29,3.74,
ef1ba452b3302e75f767d6160cf8d379af55d90d,152.89,145.58,7.31,
db8455f07d3d58b8d30d35371c0bbd3e342c8960,13.43,9.98,3.45,
c5cd1c5f023c6d03de9e551d0b0fde2d2f383d29,11.65,8.63,3.02,
9874fe3c400f16bbe6769899702a343da525e1d6,12.01,9.09,2.92,
10f96a914d4bdd9a472d304f76e2f1ed6ff47355,5,2.78,2.22,
d624bf4e6673cc989f0d452c6bc2f26b526891c9,12.93,9.56,3.37,
5ee333e4cb0b3d2160fcde7c6b3287fe2a8f079e,13.2,9.58,3.62,
8c858a018d752e06e4a9720735ffc495c3159e20,13.57,11.2,2.37,
5d014a802a4b47fbf5774f613d61b4218a1aa2a2,81.29,76.36,4.93,
61254347b19fa82c53a4f764346b5cb6b2aaf5dc,5,2.68,2.32,
23d8cc57634945d4fcd86eba26e8bdbe1ecf2fa1,5,2.63,2.37,
66116fc272c01a16188b5ce25ab8e88d01d48d92,5,2.56,2.44,
34277d69960960aeeb936629fc4c5326c7414f25,12.35,9.05,3.3,
0993cf6dc08829aa7ef826f26757b36b5f6f92b4,5,3.03,1.97,
a8eedd00a726483cd29a2a5c9660c82438a5d57e,18.02,14.06,3.96,
e02fa68068b05cdc93283af043e735cd19f40fcc,5.89,3.52,2.37,
ff3dee4bf68c7bf971185f7fe6d06e71a71293d9,5,2.7,2.3,
a3660532535f92cfac136435579ed4f23231f48c,12.93,9.36,3.57,
ebaa1de304ccad8cd9b82e5d49f229bf1815d529,5,2.63,2.37,
a0e74f6033e2a5aeab1de175de5bfb28328eb23d,5,2.56,2.44,
66bc9660c44b71c8bff47b4f7e16a801169a9f23,13.12,9.37,3.75,
905e916573a6a714bfbf513df2bb07bb365ca2a8,12.34,8.66,3.68,
b3fcb1442e81d14846a8b5d2e33352ac0f6d48ea,12.34,8.67,3.67,
46cf19c447f50d0aa9a4aee8c58ef2a7da2033ef,5,2.52,2.48,
a2a35870364d925d1217e4973bbcff53fc3c880d,180.97,161.58,19.39,
6b652b1a2e7c6f67e9576e4331da76971d54cc68,12.81,9.27,3.54,
7f195ac956153b06483bd0e78cfd3b5c100413b5,12.3,8.55,3.75,
6e4e1c168c2fa1fea4b449ba7a4b551aa4b6af6e,5,2.64,2.36,
b173244b7d06234ff45027ca277da9dd986b5b37,5,5.2,-0.2,The build files have been changed. Prediction may not be accurate.
3be6ed60aa58095691bd697344765e715a327fc1,213.78,205.97,7.81,
08a3f3f3d2190c7ff393ea13c5a310ba8a13a2e0,14.06,10.2,3.86,
17871e6881beb401eebb8b05eccb01490cfa85b6,13.78,9.91,3.87,
a80e7db1a8f26dc558085844dcb8003edb6eca74,78.18,73.28,4.9,
9c4887027d6bd09f38120b195c677dbe3bc5654b,13.6,10.33,3.27,
c885d42751e35ac8210f889d80e4b059a08d86ae,5,2.93,2.07,
243d740c0430a2fa123c2428bf25ae80768ed633,13.02,9.46,3.56,
2551685cf629b7f34030f146d71d2400825d36f7,13.02,9.27,3.75,
c7e49a324164e80cfa64a1a66c110edde5e93cec,5,2.78,2.22,
0441ae1ccf31ab10c4c65c74ea58012c44106be5,13.78,11.76,2.02,
8520ae3ffa71e2680076fd3fcc1b7350a364ae76,13.23,10.62,2.61,
b65287fea54eea8979914b06ff44adea4bc809cc,5,2.73,2.27,
3cc349b04e76880a9d2f3c3d2195d171e110f66c,13.76,10.04,3.72,
be7de8a7fd0883f8514cf8b532ce1c820f7e35fa,13.57,10.35,3.22,
53d487e31bc41cca9bca147e02e81b69e404fe07,5,3.08,1.92,The build files have been changed. Prediction may not be accurate.
ab3805ab0471d47a2f7cc93d15eeb392c9d22b4b,241.42,75.6,165.82,The build files have been changed. Prediction may not be accurate.
de1bd45fe9ef82c1f5f48c63975ee18ede67d23a,5,2.76,2.24,
717ebba9d78151c999b1c1d08dc539be978ee27c,5,3.19,1.81,
45e99833e39af76ec9db13bb9d9edcaf3a719870,5,2.6,2.4,
e1d44799c0ba87506873c309ad4e16cce13bbfc4,14.72,13.21,1.51,The build files have been changed. Prediction may not be accurate.
a223796d0b4f47277fe570313829376db0de8108,12.64,8.83,3.81,
6a392a55ec37f33e001bad6495c8513f28f160cc,5,2.64,2.36,
0c121775145645b847aace30d403496d81261fae,12.6,8.59,4.01,
dab20975872a9b3d5f37beffa9e8e2b78efe6c02,5,2.63,2.37,
27fae8390946e73e8343a7fd7505796f3599ee23,180.58,180.38,0.2,
dafc454e70460b371775a876f3831f280bf097b8,12.62,10.21,2.41,
7ed76a4eca245edbf3149815a06795065164cb1f,12.69,9.57,3.12,
c5221f8aea3c4407024a665ce66d8535237d7d62,5,2.78,2.22,
e337fe31637fe868ab94b488caf9b4898a2a1040,5,2.74,2.26,
155a6886357eefaed1da156b6593c7a6ec7cddd1,5,2.75,2.25,
b9d919bd8f95e9eac7144ec7c413256c3f5cfc56,5,2.72,2.28,
f405f4211565fde3c58f3da9b18ddcdc5d82ccf2,13.1,10.27,2.83,
a9c8cc143ce696c70526fb24079fb04b98adbfc7,5,2.86,2.14,
f2c1cfe8c770f73367a021044bcdda550348714c,5,2.99,2.01,
475445e6e0e1388af7c07eedd1fb3c7679e09561,5,3.07,1.93,
b25fa8feed42d226b63f4d89ebf4b07041d26181,5,2.9,2.1,
b97d666b2f4ce7f05b54f07906122608358fc177,5,2.87,2.13,
368c3f205ff6447e140396cfac10db31de70f135,12.62,10.89,1.73,
e419e1c4e212b1195c8e531fd6eeb4a0b80108d3,12.62,9.37,3.25,
9486f697bb3ed3b02fa2c82f50662fde7d77267e,179.59,164.62,14.97,
26d87927109d0758775e5455d4c0a22c1b3f9f75,5,2.92,2.08,
b662c6f09fe1a01bb1345f6cd7ab5a702eec5ee3,180.06,163.45,16.61,
5574315b5207e959d162553e3bb5681b6264fe27,5,2.97,2.03,
f9af40a1330a8226d72c96bff56cdb4ab895dac7,12.64,9.08,3.56,
a4c3ab58ccf32b0f50ce6f78fa7d18ee5745d510,12.64,9,3.64,
93dadb17ce9840a6c835f89984350edfb68a5946,210.14,194.26,15.88,
d7a1d890c109c8610333f938dee15e5d938ee8d8,214.36,219.9,-5.54,
cb86c222cce2436d6a213e574fbba159b6f34010,154.77,148.08,6.69,
409202c1fd6552d4f655ffed3bcc649f30a7dcdb,5,5.62,-0.62,The build files have been changed. Prediction may not be accurate.
c612fcab0fb2d3f0bdaf011d5b566dc949dbd18a,13.23,10.98,2.25,
bb41a89c42dc4b24dc0a302b406df78e7c273744,224.86,78.19,146.67,The build files have been changed. Prediction may not be accurate.
4e7d22e268a4e06beb1c09585a48288c31004da5,5,3.06,1.94,
3e29dadae46fe4d1e26ff91c30d9d3b84eb6d84e,14.1,8.96,5.14,
fd789f118741d89df348ba21ddc1d813da02fb76,14.58,9.38,5.2,
9e85f60ec68eb0330e18254726facdc5d8983e35,14.19,9.03,5.16,
f5d4543139172f366afa0de36dd7e5eac08e2297,245.21,78.45,166.76,The build files have been changed. Prediction may not be accurate.
4b02bfd6eee43aaaa0ad30955cc85558f402d90f,16.59,10.15,6.44,
6e576503876759d18c94bbad3c20ebb83b82c631,16.76,10.01,6.75,
7a295f063fdef26ae87bfe3a942847c5ecd7f7c3,5,2.74,2.26,
9f90ee5eeccd47f39c7a03dcd786b125a19c195d,6.16,3.43,2.73,
0d6e200384c8c2fb172273dcfaa6a48bc357d4a3,15.44,8.71,6.73,
1f0a11c59aa244a70766bdb4c3b06d3d79b25c7a,274.6,186.61,87.99,
2471d9cf8697b07d4e86b6f143eda7b779be02a9,274.6,196.47,78.13,
1102e6f9ca89b54e4e1139cca80f97c7bfb72dc3,15.39,9.92,5.47,
fb1e5ff04b48b9bb93b99b127abf3ffe73a98e5c,15.49,10.1,5.39,
b701c3c60824fca4c0056a7a46c627fe2977257d,5.38,6.6,-1.22,The build files have been changed. Prediction may not be accurate.
32492c6ab0000c50564360c74acf069814d942d1,13.83,11.61,2.22,
0d3f56e31c9099653539fa2539e05b3ba336a441,13.15,9.71,3.44,
bf181a3ac78e824ca7e67ecfb2ba957e740594d7,14.07,10.35,3.72,
f45ceb838dae8f96b9bf646998a26a954a6fbf3d,13.28,9.79,3.49,
6cd1f8b40ff66509eedfce9c3c46cbef799a7ffe,13.2,9.32,3.88,
723961b749613aad05b6bd22d1f12479a0022bef,13.2,9.17,4.03,
73a71d6a435485714d8a96a156bb805d47438ac0,13.05,9.45,3.6,
1405eeeed797470bed9d8062d4051bf5b011e42b,5,2.74,2.26,
e5e6c25c88349bf9fe2456efeb3785655967ad71,5,2.65,2.35,
6579c87bd2e9d61cac078165505e502f57b03623,5,2.71,2.29,
1ac5b92c2f16335d686268191e0605ae1f344b4a,5,6.51,-1.51,The build files have been changed. Prediction may not be accurate.
2a71f187d731a71ef16f4368d49af68aa3fe158d,5,3.98,1.02,
4d800e4d86db6825dd3c508c83352b9a4cd24350,5,2.91,2.09,
5bc0bc2fdeb8a7c7bb56fabbd8886b56bf34c85b,5,3,2,
007f6684c54a695a6c35315f12f9f306d5af83bb,5,2.92,2.08,
01e9302673630b20120505d92bbc245ba1bd027a,5,2.75,2.25,
cb7020af5e864eed81520e980d66ccd683697ed4,85.96,76.87,9.09,
6cf867fb2a5086d2c5c0ac6c71ac795008cd13ae,5,3.03,1.97,
bb8eea6148fab965969c74e80a936864fc65e671,5.93,4.31,1.62,
82fcfeb3b065d7cc4d53e80776f9b476df7c2137,85.96,75.13,10.83,
36e093a31a9eb12021e7780b9e322c29763ffa58,16.4,20.39,-3.99,The build files have been changed. Prediction may not be accurate.
89058e8a9b769ab223bc75739f5455dab18f7a3d,247.74,95.51,152.23,The build files have been changed. Prediction may not be accurate.
9e8f4d473604e291c0164965bf9bba5ac77cc2bf,14.29,9.33,4.96,
a367921d445f290263b052ad3da55525c1a5deb3,13.41,8.81,4.6,
62e5ee5514f0838689bc7d2d2c1a43fa912eaf1a,13.41,8.59,4.82,
16190d2dcd111b75b240baffe88653e5fa2822f6,18.15,12.2,5.95,
b31a873fb3bd1b67af9f7cc88bf44f8b5a941cec,160.07,160.8,-0.73,
865ce79ce0e92326b247ef51e7e2c78aaad99889,13.33,11.28,2.05,
eeae7950fca962e65a5e08cfceae372782f5cc7e,13.35,11.11,2.24,
96df2727f4c120a9fec888a2840f60ac3c3edde9,5,3.33,1.67,
5f0665cbbc1d8b2fafeeb1fba7569612832b7541,5,3.44,1.56,
9931336d2dfbaf44aeb54b7e31164b91718e7769,5,3.41,1.59,
c20f3b239cd37733df1b68f113fdc17621cc3157,14.88,12.34,2.54,
07b3595c230c42ef8a31406d00477c9f755e902d,14.52,11.83,2.69,
c94e4c6f03e39e3e7749980b8d19f1644aacb003,13.81,11.55,2.26,
338741fff5381d1a8d11b8f62c9e208af8b016fa,12.78,9.99,2.79,
6c43b6a21aca5cac33992c6b690e566ac1664997,13.52,11.27,2.25,
cac0a49ca031bbf0d3fa9902010b05e2ad6523b3,5,3.34,1.66,
bdc3f149ec134081943fcd626a1c826cccd05171,12.84,9.92,2.92,
ace7f6861e180d8a9a3b6982e2cfa522cb0cb5a0,12.84,10.36,2.48,
36593a3aba8dded2781a2bdd9b2ad0050dc939f2,12.84,10.2,2.64,
f68582356dd94f34e85574852556ab591854da27,5,3.91,1.09,
0d8dd2cf5cb7ba2d75b71bf765b299727eb32e26,13.38,10.18,3.2,
7cba800a84730c9c5843acdd775e42b8c1438edf,5,2.77,2.23,
f8273f39a1fa5e961c30e96fa2a82d728736be09,159.55,138.32,21.23,The build files have been changed. Prediction may not be accurate.
f7b13e05f9bc5bd2b54f589d16ad580f6d833173,14.26,12.02,2.24,
916297be799ee001b4a214cc52c3b960bb0b5deb,13.4,10.99,2.41,
8a97dc56528b45dcd84a8c46f94b9a25a26d5cc3,5,6.03,-1.03,The build files have been changed. Prediction may not be accurate.
ff1381e31e2c05d0e410c49e6a728ad175a9fc0a,5,3.51,1.49,
102ac0e7765796f49ccd271dd9de97885bc3c605,265.59,94.74,170.85,The build files have been changed. Prediction may not be accurate.
126c685f4aa627a8190e09adfc8ab0733c14a6ea,16.21,12.36,3.85,
525bbbd6bd7c9abb45c4ddfcfb8dcf45bbbd5726,5,3.4,1.6,
5e7e058a9c26fa735386cf45b41ad91cc7768137,197.55,165.6,31.95,
7313195ae776dad441b18fb948149dfdd6ae76cc,5,3.41,1.59,
13a9e8b7a649fb8739f47e88fc2ab4218b9aed7a,5,3.22,1.78,
3bd703e9c4a4de0ea3faf2073ffaffcb182c5b5d,14.37,9.37,5,
074fe89f226d4c0f3c6bdd48b6b03c8051fbaf75,6.31,3.81,2.5,
aecac6e1cb80b3b5e64459f5a8536ad93d021c1b,6.31,3.79,2.52,
d853ceddb5bd07e0835ef7b7953404f5c866832d,5,2.85,2.15,
4c1f716ef6d8d9bf73e60175ebad52b2c1d13b6b,5,2.79,2.21,
ace7846322634159271c5c75ccadfa3cade78620,5,2.89,2.11,
fe1a2dc1965b564727480c8a99740252ea81274b,5,2.78,2.22,
3beb67f9f3b1db6ee133973edfd89df89d7bdde5,5,2.99,2.01,
f1c2e703454cb876a7df9c081c456a3df97b906e,13.74,9.8,3.94,
b07ba8ed3b3c6b2b0402946283e896ad66b0a573,13.74,9.96,3.78,
31496767c7caed25c134e58b0f41b1e696f671fe,14.43,10.96,3.47,
a8c157f92be6915549e1ec06e611e72da935385b,14.43,10.86,3.57,
6ac2e8c79a012e2d43292efdbd3250de31abff47,15.85,11.77,4.08,
29d380cc5bbd97ee5b0c95b5499d6dd17523b71b,14.81,10.85,3.96,
45dae4b5063f9af7de8211ced95dd73cc770a86e,5,3.36,1.64,
064183a633b7fcfd9b7c1b5a2917fb6f0e9128d3,5,3.37,1.63,
0a9d91ab7b3b11df74a46d2068316a7c198e8558,5,3.15,1.85,
4865538ce3d93dda802d25cbf93743e842507c5f,14.44,10.95,3.49,
472dee39097881502bb593eb2effe37b3b6064a2,5,3.23,1.77,
e18e7956bfc8a65ecec18b1837d5b7835312c40a,15.14,11.07,4.07,
bced30cfbb9d98fdaf71225bae3330e95ea548fa,5,3.29,1.71,
6f859fe21a1955ab60ba4aa7e22841c7dbffdea3,5,2.94,2.06,
474877d916439e20769a4aad4bccdedff2ad04ac,16.21,13.07,3.14,
d92a67afcb4349bd3e9f6d02b0fd1acf4526d5be,16.37,12.01,4.36,
f42d2c1b54541cf8d4e399f5c6d27d3ac40fc1a9,5,3.36,1.64,
23a5352cd8a1f247ac831ebada9dbc9f5d24476f,14.61,10.85,3.76,
517ce45f8e21b2f7524fd429ee90ab1fbca9a30a,14.47,9.26,5.21,
34e946838d055cff810e32f6dba4331c49ea28c4,5,2.69,2.31,